Mils, Light_Value, Delay_Value
  10563550  , 13  , 364
  10564283  , 14  , 354
  10564997  , 14  , 354
  10565710  , 14  , 354
  10566423  , 14  , 354
  10567137  , 13  , 364
  10567870  , 14  , 354
  10568584  , 14  , 354
  10569296  , 14  , 354
  10570010  , 13  , 364
  10570743  , 14  , 354
  10571457  , 14  , 354
  10572170  , 14  , 354
  10572883  , 14  , 354
  10573597  , 14  , 354
  10574310  , 14  , 354
  10575024  , 14  , 354
  10575737  , 14  , 354
  10576450  , 14  , 354
  10577164  , 14  , 354
  10577878  , 14  , 354
  10578590  , 14  , 354
  10579304  , 14  , 354
  10580018  , 14  , 354
  10580730  , 14  , 354
  10581444  , 14  , 354
  10582157  , 14  , 354
  10582871  , 14  , 354
  10583584  , 14  , 354
  10584297  , 14  , 354
  10585011  , 14  , 354
  10585724  , 14  , 354
  10586437  , 14  , 354
  10587151  , 14  , 354
  10587865  , 14  , 354
  10588577  , 14  , 354
  10589291  , 14  , 354
  10590005  , 15  , 344
  10590698  , 15  , 344
  10591391  , 15  , 344
  10592084  , 15  , 344
  10592778  , 15  , 344
  10593471  , 14  , 354
  10594185  , 15  , 344
  10594878  , 15  , 344
  10595571  , 15  , 344
  10596264  , 15  , 344
  10596958  , 15  , 344
  10597651  , 15  , 344
  10598344  , 15  , 344
  10599038  , 15  , 344
  10599732  , 14  , 354
  10600444  , 14  , 354
  10601158  , 14  , 354
  10601872  , 14  , 354
  10602585  , 15  , 344
  10603278  , 15  , 344
  10603971  , 15  , 344
  10604665  , 15  , 344
  10605359  , 15  , 344
  10606052  , 15  , 344
  10606745  , 15  , 344
  10607438  , 15  , 344
  10608132  , 15  , 344
  10608825  , 15  , 344
  10609518  , 15  , 344
  10610211  , 16  , 333
  10610883  , 16  , 333
  10611555  , 16  , 333
  10612226  , 16  , 333
  10612897  , 17  , 323
  10613549  , 17  , 323
  10614200  , 18  , 312
  10614830  , 18  , 312
  10615458  , 18  , 312
  10616088  , 18  , 312
  10616718  , 19  , 302
  10617327  , 20  , 291
  10617914  , 20  , 291
  10618502  , 21  , 281
  10619069  , 22  , 270
  10619614  , 22  , 270
  10620160  , 23  , 260
  10620685  , 23  , 260
  10621210  , 24  , 249
  10621714  , 24  , 249
  10622217  , 24  , 249
  10622721  , 25  , 239
  10623204  , 26  , 228
  10623665  , 27  , 218
  10624106  , 27  , 218
  10624547  , 29  , 197
  10624947  , 30  , 187
  10625327  , 31  , 176
  10625684  , 32  , 166
  10626021  , 34  , 145
  10626317  , 34  , 145
  10626612  , 36  , 124
  10626866  , 36  , 124
  10627119  , 37  , 113
  10627350  , 38  , 103
  10627561  , 38  , 103
  10627773  , 39  , 92
  10627961  , 39  , 92
  10628150  , 39  , 92
  10628338  , 40  , 82
  10628506  , 40  , 82
  10628674  , 40  , 82
  10628843  , 40  , 82
  10629011  , 40  , 82
  10629179  , 41  , 71
  10629325  , 41  , 71
  10629472  , 41  , 71
  10629618  , 41  , 71
  10629765  , 41  , 71
  10629911  , 41  , 71
  10630057  , 42  , 61
  10630183  , 42  , 61
  10630309  , 42  , 61
  10630436  , 42  , 61
  10630562  , 42  , 61
  10630689  , 42  , 61
  10630815  , 42  , 61
  10630941  , 42  , 61
  10631068  , 42  , 61
  10631194  , 42  , 61
  10631320  , 43  , 50
  10631425  , 43  , 50
  10631529  , 43  , 50
  10631633  , 43  , 50
  10631738  , 43  , 50
  10631842  , 43  , 50
  10631947  , 43  , 50
  10632050  , 43  , 50
  10632155  , 43  , 50
  10632259  , 43  , 50
  10632364  , 43  , 50
  10632468  , 43  , 50
  10632572  , 43  , 50
  10632677  , 43  , 50
  10632781  , 43  , 50
  10632885  , 43  , 50
  10632989  , 43  , 50
  10633094  , 43  , 50
  10633198  , 43  , 50
  10633303  , 44  , 50
  10633407  , 43  , 61
  10633533  , 43  , 61
  10633660  , 43  , 61
  10633786  , 43  , 61
  10633912  , 44  , 50
  10634016  , 44  , 50
  10634121  , 43  , 61
  10634247  , 44  , 50
  10634351  , 44  , 50
  10634456  , 44  , 50
  10634560  , 43  , 61
  10634686  , 44  , 50
  10634790  , 44  , 50
  10634895  , 44  , 50
  10634999  , 44  , 50
  10635104  , 44  , 50
  10635208  , 44  , 50
  10635313  , 44  , 50
  10635416  , 44  , 50
  10635521  , 44  , 50
  10635625  , 44  , 50
  10635729  , 44  , 50
  10635834  , 44  , 50
  10635938  , 44  , 50
  10636043  , 44  , 50
  10636147  , 44  , 50
  10636251  , 44  , 50
  10636355  , 44  , 50
  10636460  , 44  , 50
  10636564  , 44  , 50
  10636668  , 44  , 50
  10636773  , 44  , 50
  10636877  , 44  , 50
  10636982  , 44  , 50
  10637085  , 44  , 50
  10637190  , 44  , 50
  10637294  , 44  , 50
  10637399  , 44  , 50
  10637503  , 44  , 50
  10637607  , 44  , 50
  10637712  , 44  , 50
  10637816  , 44  , 50
  10637920  , 44  , 50
  10638024  , 44  , 50
  10638129  , 44  , 50
  10638233  , 44  , 50
  10638338  , 44  , 50
  10638442  , 44  , 50
  10638546  , 44  , 50
  10638651  , 44  , 50
  10638754  , 44  , 50
  10638859  , 44  , 50
  10638963  , 44  , 50
  10639068  , 44  , 50
  10639172  , 44  , 50
  10639277  , 44  , 50
  10639381  , 44  , 50
  10639485  , 44  , 50
  10639589  , 44  , 50
  10639693  , 44  , 50
  10639798  , 44  , 50
  10639902  , 44  , 50
  10640007  , 44  , 50
  10640111  , 44  , 50
  10640216  , 44  , 50
  10640320  , 44  , 50
  10640423  , 44  , 50
  10640528  , 44  , 50
  10640632  , 44  , 50
  10640737  , 44  , 50
  10640841  , 43  , 61
  10640967  , 44  , 50
  10641072  , 44  , 50
  10641176  , 44  , 50
  10641281  , 44  , 50
  10641385  , 43  , 61
  10641511  , 44  , 50
  10641615  , 43  , 61
  10641741  , 44  , 50
  10641846  , 43  , 61
  10641973  , 43  , 61
  10642099  , 43  , 61
  10642225  , 43  , 61
  10642352  , 43  , 61
  10642478  , 43  , 61
  10642604  , 44  , 50
  10642708  , 43  , 61
  10642835  , 43  , 61
  10642961  , 43  , 61
  10643087  , 43  , 61
  10643214  , 43  , 61
  10643340  , 43  , 61
  10643466  , 43  , 61
  10643593  , 43  , 61
  10643719  , 44  , 50
  10643823  , 43  , 61
  10643949  , 44  , 50
  10644054  , 43  , 61
  10644180  , 44  , 50
  10644285  , 44  , 50
  10644388  , 44  , 50
  10644493  , 44  , 50
  10644597  , 44  , 50
  10644702  , 44  , 50
  10644806  , 44  , 50
  10644911  , 44  , 50
  10645015  , 44  , 50
  10645120  , 44  , 50
  10645223  , 44  , 50
  10645327  , 44  , 50
  10645432  , 44  , 50
  10645536  , 44  , 50
  10645641  , 44  , 50
  10645745  , 44  , 50
  10645850  , 44  , 50
  10645954  , 44  , 50
  10646057  , 44  , 50
  10646162  , 44  , 50
  10646266  , 44  , 50
  10646371  , 44  , 50
  10646475  , 44  , 50
  10646580  , 44  , 50
  10646684  , 44  , 50
  10646789  , 44  , 50
  10646892  , 44  , 50
  10646996  , 44  , 50
  10647101  , 44  , 50
  10647205  , 44  , 50
  10647310  , 44  , 50
  10647414  , 44  , 50
  10647519  , 44  , 50
  10647622  , 44  , 50
  10647727  , 44  , 50
  10647831  , 44  , 50
  10647936  , 44  , 50
  10648040  , 44  , 50
  10648144  , 44  , 50
  10648249  , 44  , 50
  10648353  , 44  , 50
  10648457  , 44  , 50
  10648561  , 44  , 50
  10648666  , 44  , 50
  10648770  , 44  , 50
  10648875  , 44  , 50
  10648979  , 44  , 50
  10649083  , 44  , 50
  10649188  , 44  , 50
  10649291  , 44  , 50
  10649396  , 44  , 50
  10649500  , 44  , 50
  10649605  , 44  , 50
  10649709  , 44  , 50
  10649814  , 44  , 50
  10649918  , 44  , 50
  10650022  , 44  , 50
  10650126  , 44  , 50
  10650230  , 44  , 50
  10650335  , 44  , 50
  10650439  , 44  , 50
  10650544  , 44  , 50
  10650648  , 44  , 50
  10650753  , 44  , 50
  10650857  , 44  , 50
  10650960  , 44  , 50
  10651065  , 44  , 50
  10651169  , 44  , 50
  10651274  , 44  , 50
  10651378  , 44  , 50
  10651483  , 44  , 50
  10651587  , 44  , 50
  10651692  , 44  , 50
  10651795  , 44  , 50
  10651899  , 44  , 50
  10652004  , 44  , 50
  10652108  , 44  , 50
  10652213  , 44  , 50
  10652317  , 44  , 50
  10652422  , 44  , 50
  10652526  , 44  , 50
  10652630  , 44  , 50
  10652734  , 44  , 50
  10652838  , 44  , 50
  10652943  , 44  , 50
  10653047  , 44  , 50
  10653152  , 44  , 50
  10653256  , 44  , 50
  10653361  , 44  , 50
  10653464  , 44  , 50
  10653569  , 44  , 50
  10653673  , 44  , 50
  10653777  , 44  , 50
  10653882  , 44  , 50
  10653986  , 44  , 50
  10654091  , 44  , 50
  10654194  , 44  , 50
  10654299  , 44  , 50
  10654403  , 44  , 50
  10654508  , 44  , 50
  10654612  , 44  , 50
  10654716  , 44  , 50
  10654821  , 44  , 50
  10654925  , 44  , 50
  10655029  , 44  , 50
  10655133  , 44  , 50
  10655238  , 44  , 50
  10655342  , 44  , 50
  10655447  , 45  , 50
  10655551  , 44  , 60
  10655675  , 44  , 60
  10655800  , 44  , 60
  10655924  , 44  , 60
  10656048  , 44  , 60
  10656173  , 44  , 60
  10656296  , 44  , 60
  10656421  , 45  , 50
  10656526  , 44  , 60
  10656650  , 44  , 60
  10656774  , 44  , 60
  10656899  , 44  , 60
  10657022  , 44  , 60
  10657147  , 45  , 50
  10657251  , 44  , 60
  10657376  , 44  , 60
  10657500  , 44  , 60
  10657625  , 45  , 50
  10657729  , 45  , 50
  10657832  , 45  , 50
  10657937  , 45  , 50
  10658041  , 45  , 50
  10658146  , 45  , 50
  10658250  , 45  , 50
  10658355  , 44  , 60
  10658479  , 45  , 50
  10658583  , 45  , 50
  10658688  , 45  , 50
  10658792  , 45  , 50
  10658896  , 45  , 50
  10659001  , 45  , 50
  10659104  , 45  , 50
  10659209  , 45  , 50
  10659313  , 45  , 50
  10659418  , 44  , 60
  10659543  , 45  , 50
  10659646  , 45  , 50
  10659750  , 45  , 50
  10659855  , 44  , 60
  10659980  , 44  , 60
  10660104  , 45  , 50
  10660208  , 45  , 50
  10660313  , 44  , 60
  10660436  , 45  , 50
  10660541  , 45  , 50
  10660645  , 45  , 50
  10660750  , 45  , 50
  10660854  , 45  , 50
  10660958  , 45  , 50
  10661062  , 45  , 50
  10661167  , 45  , 50
  10661271  , 44  , 60
  10661396  , 45  , 50
  10661499  , 45  , 50
  10661604  , 45  , 50
  10661708  , 45  , 50
  10661813  , 45  , 50
  10661917  , 44  , 60
  10662041  , 45  , 50
  10662146  , 44  , 60
  10662270  , 44  , 60
  10662394  , 44  , 60
  10662518  , 45  , 50
  10662623  , 45  , 50
  10662727  , 44  , 60
  10662852  , 44  , 60
  10662976  , 44  , 60
  10663100  , 45  , 50
  10663204  , 45  , 50
  10663309  , 45  , 50
  10663413  , 45  , 50
  10663518  , 44  , 60
  10663642  , 45  , 50
  10663746  , 44  , 60
  10663871  , 44  , 60
  10663995  , 45  , 50
  10664099  , 45  , 50
  10664204  , 45  , 50
  10664308  , 45  , 50
  10664412  , 45  , 50
  10664516  , 45  , 50
  10664621  , 44  , 60
  10664745  , 44  , 60
  10664869  , 44  , 60
  10664993  , 45  , 50
  10665098  , 45  , 50
  10665202  , 45  , 50
  10665307  , 45  , 50
  10665411  , 45  , 50
  10665516  , 44  , 60
  10665639  , 44  , 60
  10665764  , 45  , 50
  10665868  , 44  , 60
  10665993  , 45  , 50
  10666097  , 44  , 60
  10666221  , 45  , 50
  10666326  , 45  , 50
  10666430  , 45  , 50
  10666534  , 45  , 50
  10666639  , 45  , 50
  10666743  , 45  , 50
  10666847  , 45  , 50
  10666951  , 45  , 50
  10667056  , 45  , 50
  10667160  , 45  , 50
  10667265  , 45  , 50
  10667369  , 45  , 50
  10667473  , 45  , 50
  10667578  , 45  , 50
  10667681  , 45  , 50
  10667786  , 44  , 60
  10667911  , 45  , 50
  10668015  , 44  , 60
  10668139  , 45  , 50
  10668243  , 45  , 50
  10668348  , 45  , 50
  10668452  , 45  , 50
  10668556  , 45  , 50
  10668660  , 45  , 50
  10668765  , 45  , 50
  10668869  , 45  , 50
  10668974  , 45  , 50
  10669078  , 44  , 60
  10669202  , 45  , 50
  10669306  , 45  , 50
  10669411  , 45  , 50
  10669515  , 45  , 50
  10669620  , 45  , 50
  10669724  , 45  , 50
  10669828  , 45  , 50
  10669932  , 45  , 50
  10670036  , 45  , 50
  10670141  , 45  , 50
  10670245  , 45  , 50
  10670350  , 45  , 50
  10670454  , 45  , 50
  10670559  , 45  , 50
  10670662  , 45  , 50
  10670767  , 45  , 50
  10670871  , 45  , 50
  10670976  , 45  , 50
  10671080  , 45  , 50
  10671184  , 45  , 50
  10671289  , 45  , 50
  10671393  , 45  , 50
  10671497  , 45  , 50
  10671601  , 45  , 50
  10671706  , 45  , 50
  10671810  , 45  , 50
  10671915  , 45  , 50
  10672019  , 45  , 50
  10672123  , 45  , 50
  10672228  , 45  , 50
  10672331  , 45  , 50
  10672436  , 45  , 50
  10672540  , 45  , 50
  10672645  , 45  , 50
  10672749  , 45  , 50
  10672854  , 45  , 50
  10672958  , 45  , 50
  10673062  , 45  , 50
  10673166  , 45  , 50
  10673270  , 45  , 50
  10673375  , 45  , 50
  10673479  , 45  , 50
  10673584  , 45  , 50
  10673688  , 45  , 50
  10673793  , 45  , 50
  10673897  , 45  , 50
  10674000  , 45  , 50
  10674105  , 45  , 50
  10674209  , 45  , 50
  10674314  , 45  , 50
  10674418  , 45  , 50
  10674523  , 45  , 50
  10674627  , 45  , 50
  10674732  , 45  , 50
  10674835  , 45  , 50
  10674939  , 45  , 50
  10675044  , 45  , 50
  10675148  , 45  , 50
  10675253  , 45  , 50
  10675357  , 45  , 50
  10675462  , 45  , 50
  10675566  , 45  , 50
  10675670  , 45  , 50
  10675774  , 45  , 50
  10675878  , 45  , 50
  10675983  , 45  , 50
  10676087  , 45  , 50
  10676192  , 45  , 50
  10676296  , 45  , 50
  10676400  , 45  , 50
  10676504  , 45  , 50
  10676609  , 45  , 50
  10676713  , 45  , 50
  10676817  , 45  , 50
  10676922  , 45  , 50
  10677026  , 45  , 50
  10677131  , 45  , 50
  10677234  , 45  , 50
  10677339  , 45  , 50
  10677443  , 45  , 50
  10677548  , 45  , 50
  10677652  , 45  , 50
  10677756  , 45  , 50
  10677861  , 45  , 50
  10677965  , 45  , 50
  10678070  , 45  , 50
  10678173  , 45  , 50
  10678278  , 45  , 50
  10678382  , 45  , 50
  10678487  , 45  , 50
  10678591  , 45  , 50
  10678695  , 45  , 50
  10678800  , 45  , 50
  10678904  , 45  , 50
  10679008  , 45  , 50
  10679112  , 45  , 50
  10679217  , 45  , 50
  10679321  , 45  , 50
  10679426  , 45  , 50
  10679530  , 45  , 50
  10679634  , 45  , 50
  10679739  , 45  , 50
  10679842  , 45  , 50
  10679947  , 45  , 50
  10680051  , 45  , 50
  10680156  , 45  , 50
  10680260  , 45  , 50
  10680365  , 45  , 50
  10680469  , 45  , 50
  10680572  , 45  , 50
  10680677  , 45  , 50
  10680781  , 45  , 50
  10680886  , 45  , 50
  10680990  , 45  , 50
  10681095  , 45  , 50
  10681199  , 45  , 50
  10681304  , 45  , 50
  10681408  , 45  , 50
  10681511  , 45  , 50
  10681616  , 45  , 50
  10681720  , 45  , 50
  10681825  , 45  , 50
  10681929  , 45  , 50
  10682034  , 45  , 50
  10682138  , 45  , 50
  10682242  , 45  , 50
  10682346  , 45  , 50
  10682450  , 45  , 50
  10682555  , 45  , 50
  10682659  , 45  , 50
  10682764  , 45  , 50
  10682868  , 45  , 50
  10682973  , 45  , 50
  10683076  , 44  , 60
  10683201  , 45  , 50
  10683305  , 45  , 50
  10683410  , 45  , 50
  10683514  , 45  , 50
  10683618  , 45  , 50
  10683722  , 45  , 50
  10683827  , 45  , 50
  10683931  , 45  , 50
  10684036  , 45  , 50
  10684140  , 45  , 50
  10684244  , 45  , 50
  10684349  , 45  , 50
  10684452  , 45  , 50
  10684557  , 45  , 50
  10684661  , 45  , 50
  10684766  , 45  , 50
  10684870  , 45  , 50
  10684975  , 45  , 50
  10685079  , 45  , 50
  10685184  , 45  , 50
  10685287  , 45  , 50
  10685391  , 45  , 50
  10685496  , 44  , 60
  10685621  , 45  , 50
  10685724  , 45  , 50
  10685829  , 45  , 50
  10685933  , 45  , 50
  10686038  , 45  , 50
  10686142  , 44  , 60
  10686266  , 45  , 50
  10686370  , 45  , 50
  10686475  , 45  , 50
  10686579  , 45  , 50
  10686684  , 45  , 50
  10686788  , 45  , 50
  10686893  , 44  , 60
  10687016  , 44  , 60
  10687140  , 44  , 60
  10687265  , 44  , 60
  10687389  , 44  , 60
  10687514  , 45  , 50
  10687618  , 45  , 50
  10687722  , 45  , 50
  10687826  , 45  , 50
  10687931  , 44  , 60
  10688055  , 44  , 60
  10688180  , 44  , 60
  10688304  , 45  , 50
  10688408  , 45  , 50
  10688513  , 45  , 50
  10688617  , 44  , 60
  10688741  , 45  , 50
  10688845  , 45  , 50
  10688950  , 44  , 60
  10689074  , 44  , 60
  10689199  , 44  , 60
  10689323  , 45  , 50
  10689427  , 45  , 50
  10689531  , 45  , 50
  10689636  , 44  , 60
  10689760  , 45  , 50
  10689864  , 44  , 60
  10689989  , 45  , 50
  10690093  , 45  , 50
  10690197  , 44  , 60
  10690322  , 44  , 60
  10690446  , 44  , 60
  10690570  , 44  , 60
  10690695  , 45  , 50
  10690799  , 45  , 50
  10690904  , 45  , 50
  10691008  , 45  , 50
  10691111  , 45  , 50
  10691216  , 44  , 60
  10691341  , 45  , 50
  10691445  , 45  , 50
  10691549  , 45  , 50
  10691653  , 44  , 60
  10691778  , 44  , 60
  10691902  , 45  , 50
  10692006  , 44  , 60
  10692130  , 45  , 50
  10692235  , 44  , 60
  10692360  , 44  , 60
  10692484  , 44  , 60
  10692608  , 44  , 60
  10692732  , 45  , 50
  10692837  , 45  , 50
  10692941  , 45  , 50
  10693046  , 44  , 60
  10693170  , 45  , 50
  10693274  , 45  , 50
  10693379  , 45  , 50
  10693483  , 45  , 50
  10693586  , 44  , 60
  10693711  , 45  , 50
  10693816  , 45  , 50
  10693920  , 44  , 60
  10694044  , 45  , 50
  10694149  , 45  , 50
  10694253  , 45  , 50
  10694358  , 44  , 60
  10694481  , 45  , 50
  10694586  , 45  , 50
  10694690  , 45  , 50
  10694795  , 45  , 50
  10694898  , 45  , 50
  10695003  , 45  , 50
  10695107  , 45  , 50
  10695212  , 45  , 50
  10695316  , 45  , 50
  10695420  , 45  , 50
  10695525  , 45  , 50
  10695629  , 45  , 50
  10695734  , 45  , 50
  10695837  , 45  , 50
  10695942  , 45  , 50
  10696046  , 45  , 50
  10696151  , 45  , 50
  10696255  , 45  , 50
  10696359  , 45  , 50
  10696464  , 45  , 50
  10696568  , 45  , 50
  10696672  , 45  , 50
  10696776  , 45  , 50
  10696881  , 45  , 50
  10696985  , 45  , 50
  10697090  , 45  , 50
  10697194  , 45  , 50
  10697298  , 45  , 50
  10697402  , 45  , 50
  10697506  , 45  , 50
  10697611  , 45  , 50
  10697715  , 45  , 50
  10697820  , 45  , 50
  10697924  , 45  , 50
  10698029  , 45  , 50
  10698133  , 45  , 50
  10698236  , 45  , 50
  10698341  , 45  , 50
  10698445  , 45  , 50
  10698550  , 45  , 50
  10698654  , 45  , 50
  10698759  , 45  , 50
  10698863  , 45  , 50
  10698968  , 45  , 50
  10699071  , 45  , 50
  10699175  , 45  , 50
  10699280  , 45  , 50
  10699384  , 45  , 50
  10699489  , 45  , 50
  10699593  , 45  , 50
  10699698  , 45  , 50
  10699802  , 45  , 50
  10699906  , 45  , 50
  10700010  , 45  , 50
  10700114  , 45  , 50
  10700219  , 45  , 50
  10700323  , 45  , 50
  10700428  , 45  , 50
  10700532  , 45  , 50
  10700637  , 45  , 50
  10700740  , 45  , 50
  10700845  , 45  , 50
  10700949  , 45  , 50
  10701053  , 45  , 50
  10701158  , 45  , 50
  10701262  , 45  , 50
  10701367  , 45  , 50
  10701471  , 45  , 50
  10701575  , 45  , 50
  10701679  , 45  , 50
  10701784  , 45  , 50
  10701888  , 45  , 50
  10701992  , 45  , 50
  10702097  , 45  , 50
  10702201  , 45  , 50
  10702306  , 45  , 50
  10702409  , 45  , 50
  10702514  , 45  , 50
  10702618  , 45  , 50
  10702723  , 45  , 50
  10702827  , 45  , 50
  10702931  , 44  , 60
  10703055  , 45  , 50
  10703160  , 45  , 50
  10703264  , 45  , 50
  10703369  , 45  , 50
  10703473  , 45  , 50
  10703578  , 45  , 50
  10703681  , 45  , 50
  10703785  , 45  , 50
  10703890  , 45  , 50
  10703994  , 45  , 50
  10704099  , 45  , 50
  10704203  , 45  , 50
  10704308  , 45  , 50
  10704412  , 45  , 50
  10704516  , 45  , 50
  10704620  , 45  , 50
  10704724  , 45  , 50
  10704829  , 45  , 50
  10704933  , 45  , 50
  10705038  , 45  , 50
  10705142  , 45  , 50
  10705247  , 45  , 50
  10705350  , 45  , 50
  10705455  , 45  , 50
  10705559  , 45  , 50
  10705664  , 45  , 50
  10705768  , 45  , 50
  10705872  , 45  , 50
  10705977  , 45  , 50
  10706081  , 45  , 50
  10706185  , 45  , 50
  10706289  , 45  , 50
  10706394  , 45  , 50
  10706498  , 45  , 50
  10706603  , 45  , 50
  10706707  , 45  , 50
  10706811  , 45  , 50
  10706916  , 45  , 50
  10707019  , 45  , 50
  10707124  , 45  , 50
  10707228  , 45  , 50
  10707333  , 45  , 50
  10707437  , 45  , 50
  10707542  , 45  , 50
  10707646  , 45  , 50
  10707749  , 45  , 50
  10707854  , 45  , 50
  10707958  , 45  , 50
  10708063  , 45  , 50
  10708167  , 45  , 50
  10708272  , 45  , 50
  10708376  , 45  , 50
  10708481  , 45  , 50
  10708584  , 45  , 50
  10708688  , 45  , 50
  10708793  , 45  , 50
  10708897  , 45  , 50
  10709002  , 45  , 50
  10709106  , 45  , 50
  10709211  , 45  , 50
  10709315  , 45  , 50
  10709419  , 45  , 50
  10709523  , 45  , 50
  10709627  , 45  , 50
  10709732  , 45  , 50
  10709836  , 45  , 50
  10709941  , 45  , 50
  10710045  , 45  , 50
  10710150  , 45  , 50
  10710253  , 45  , 50
  10710358  , 45  , 50
  10710462  , 45  , 50
  10710566  , 45  , 50
  10710671  , 45  , 50
  10710775  , 45  , 50
  10710880  , 45  , 50
  10710984  , 45  , 50
  10711088  , 45  , 50
  10711192  , 45  , 50
  10711297  , 45  , 50
  10711401  , 45  , 50
  10711505  , 45  , 50
  10711610  , 45  , 50
  10711714  , 45  , 50
  10711819  , 45  , 50
  10711922  , 45  , 50
  10712027  , 45  , 50
  10712131  , 45  , 50
  10712236  , 45  , 50
  10712340  , 45  , 50
  10712444  , 45  , 50
  10712549  , 45  , 50
  10712653  , 45  , 50
  10712757  , 45  , 50
  10712861  , 45  , 50
  10712966  , 45  , 50
  10713070  , 45  , 50
  10713175  , 45  , 50
  10713279  , 45  , 50
  10713383  , 45  , 50
  10713488  , 45  , 50
  10713591  , 45  , 50
  10713696  , 45  , 50
  10713800  , 45  , 50
  10713905  , 45  , 50
  10714009  , 45  , 50
  10714114  , 45  , 50
  10714218  , 45  , 50
  10714322  , 45  , 50
  10714426  , 45  , 50
  10714530  , 45  , 50
  10714635  , 45  , 50
  10714739  , 45  , 50
  10714844  , 45  , 50
  10714948  , 45  , 50
  10715053  , 45  , 50
  10715157  , 45  , 50
  10715260  , 45  , 50
  10715365  , 45  , 50
  10715469  , 45  , 50
  10715574  , 45  , 50
  10715678  , 45  , 50
  10715783  , 45  , 50
  10715887  , 45  , 50
  10715992  , 45  , 50
  10716095  , 45  , 50
  10716199  , 45  , 50
  10716304  , 45  , 50
  10716408  , 45  , 50
  10716513  , 45  , 50
  10716617  , 45  , 50
  10716722  , 45  , 50
  10716826  , 45  , 50
  10716930  , 45  , 50
  10717034  , 45  , 50
  10717138  , 45  , 50
  10717243  , 45  , 50
  10717347  , 45  , 50
  10717452  , 45  , 50
  10717556  , 45  , 50
  10717660  , 45  , 50
  10717764  , 45  , 50
  10717869  , 45  , 50
  10717973  , 45  , 50
  10718077  , 45  , 50
  10718182  , 45  , 50
  10718286  , 45  , 50
  10718391  , 45  , 50
  10718495  , 45  , 50
  10718599  , 45  , 50
  10718703  , 45  , 50
  10718808  , 45  , 50
  10718912  , 45  , 50
  10719016  , 45  , 50
  10719121  , 45  , 50
  10719225  , 45  , 50
  10719330  , 45  , 50
  10719433  , 45  , 50
  10719538  , 45  , 50
  10719642  , 45  , 50
  10719747  , 45  , 50
  10719851  , 45  , 50
  10719955  , 45  , 50
  10720060  , 45  , 50
  10720163  , 45  , 50
  10720268  , 45  , 50
  10720372  , 45  , 50
  10720477  , 45  , 50
  10720581  , 45  , 50
  10720686  , 45  , 50
  10720790  , 45  , 50
  10720894  , 45  , 50
  10720999  , 45  , 50
  10721102  , 45  , 50
  10721207  , 45  , 50
  10721311  , 45  , 50
  10721416  , 45  , 50
  10721520  , 45  , 50
  10721625  , 45  , 50
  10721729  , 45  , 50
  10721832  , 45  , 50
  10721937  , 45  , 50
  10722041  , 45  , 50
  10722146  , 45  , 50
  10722250  , 45  , 50
  10722355  , 45  , 50
  10722459  , 45  , 50
  10722564  , 45  , 50
  10722667  , 45  , 50
  10722771  , 45  , 50
  10722876  , 45  , 50
  10722980  , 45  , 50
  10723085  , 45  , 50
  10723189  , 45  , 50
  10723294  , 45  , 50
  10723398  , 45  , 50
  10723503  , 45  , 50
  10723606  , 45  , 50
  10723710  , 45  , 50
  10723815  , 45  , 50
  10723919  , 45  , 50
  10724024  , 45  , 50
  10724128  , 45  , 50
  10724233  , 45  , 50
  10724336  , 45  , 50
  10724441  , 45  , 50
  10724545  , 45  , 50
  10724649  , 45  , 50
  10724754  , 45  , 50
  10724858  , 45  , 50
  10724963  , 45  , 50
  10725067  , 45  , 50
  10725171  , 45  , 50
  10725275  , 45  , 50
  10725380  , 45  , 50
  10725484  , 45  , 50
  10725588  , 45  , 50
  10725693  , 45  , 50
  10725797  , 45  , 50
  10725902  , 45  , 50
  10726005  , 46  , 50
  10726110  , 45  , 60
  10726235  , 45  , 60
  10726359  , 45  , 60
  10726483  , 45  , 60
  10726607  , 45  , 60
  10726731  , 45  , 60
  10726856  , 45  , 60
  10726980  , 45  , 60
  10727105  , 45  , 60
  10727229  , 45  , 60
  10727353  , 45  , 60
  10727478  , 45  , 60
  10727602  , 45  , 60
  10727727  , 45  , 60
  10727851  , 45  , 60
  10727974  , 45  , 60
  10728099  , 45  , 60
  10728223  , 45  , 60
  10728348  , 45  , 60
  10728472  , 45  , 60
  10728596  , 45  , 60
  10728721  , 45  , 60
  10728845  , 45  , 60
  10728970  , 45  , 60
  10729094  , 45  , 60
  10729219  , 45  , 60
  10729342  , 45  , 60
  10729466  , 45  , 60
  10729591  , 45  , 60
  10729715  , 45  , 60
  10729840  , 45  , 60
  10729964  , 45  , 60
  10730088  , 45  , 60
  10730213  , 45  , 60
  10730337  , 45  , 60
  10730462  , 44  , 70
  10730605  , 44  , 70
  10730749  , 44  , 70
  10730894  , 44  , 70
  10731038  , 44  , 70
  10731183  , 44  , 70
  10731327  , 44  , 70
  10731471  , 44  , 70
  10731616  , 44  , 70
  10731760  , 44  , 70
  10731905  , 44  , 70
  10732049  , 43  , 80
  10732213  , 43  , 80
  10732378  , 43  , 80
  10732541  , 43  , 80
  10732706  , 43  , 80
  10732870  , 43  , 80
  10733035  , 43  , 80
  10733199  , 43  , 80
  10733364  , 42  , 90
  10733548  , 43  , 80
  10733712  , 43  , 80
  10733877  , 43  , 80
  10734041  , 43  , 80
  10734204  , 43  , 80
